GPS;[0.9133176166666667, 0.4391188999999999];1618074823.5723968
Curr;0.0;1618074823.573388
AccX;0.14000000059605;1618074823.5823653
AccY;0.34000000357628;1618074823.5883286
AccZ;1.210000038147;1618074823.5903096
dPrs;130.0;1618074823.5964515
Bat1;25.200000762939;1618074823.5983205
Bat2;8.3900003433228;1618074823.5994425
Alt;27.10000038147;1618074823.6013114
GAlt;185.40000915527;1618074823.602875
GSpd;0.0;1618074823.6038506
Hdg;245.4700012207;1618074823.6048477
ch1;-1024.0;1618074823.6058757
ch2;-1024.0;1618074823.6062405
ch3;-1024.0;1618074823.6078405
ch4;-1024.0;1618074823.6092257
RSSI;56.0;1618074823.6098359
Roll;9.0;1618074823.6108365
Ptch;-12.0;1618074823.6188993
GPS;[0.9133176166666667, 0.4391188999999999];1618074823.6287844
Curr;0.0;1618074823.6297834
AccX;0.14000000059605;1618074823.634799
AccY;0.34000000357628;1618074823.639755
AccZ;1.210000038147;1618074823.6417503
dPrs;130.0;1618074823.6507258
Bat1;25.200000762939;1618074823.6517224
Bat2;8.3900003433228;1618074823.652761
Alt;27.10000038147;1618074823.653749
GAlt;185.40000915527;1618074823.6578279
GSpd;0.0;1618074823.659937
Hdg;245.4700012207;1618074823.6616955
ch1;-1024.0;1618074823.6626937
ch2;-1024.0;1618074823.6636906
ch3;-1024.0;1618074823.6639297
ch4;-1024.0;1618074823.6647768
RSSI;56.0;1618074823.665685
Roll;9.0;1618074823.6662455
Ptch;-12.0;1618074823.67566
GPS;[0.9133176166666667, 0.4391188999999999];1618074823.684635
Curr;0.0;1618074823.6857533
AccX;0.14000000059605;1618074823.6916163
AccY;0.34000000357628;1618074823.6975996
AccZ;1.210000038147;1618074823.6985974
dPrs;130.0;1618074823.7028894
Bat1;25.200000762939;1618074823.7049224
Bat2;8.3900003433228;1618074823.7059174
Alt;27.10000038147;1618074823.7068856
GAlt;185.40000915527;1618074823.7109907
GSpd;0.0;1618074823.7119172
Hdg;245.4700012207;1618074823.713239
ch1;-1024.0;1618074823.713864
ch2;-1024.0;1618074823.7148619
ch3;-1024.0;1618074823.7158587
ch4;-1024.0;1618074823.7168562
RSSI;56.0;1618074823.7170954
Roll;9.0;1618074823.717853
Ptch;-12.0;1618074823.7278574
GPS;[0.9133176166666667, 0.4391188999999999];1618074823.7397947
Curr;0.0;1618074823.7420735
AccX;0.14000000059605;1618074823.7537577
AccY;0.34000000357628;1618074823.7627714
AccZ;1.210000038147;1618074823.7637303
dPrs;130.0;1618074823.7697146
Bat1;25.200000762939;1618074823.7707124
Bat2;8.3900003433228;1618074823.7717662
Alt;27.10000038147;1618074823.7737036
GAlt;185.40000915527;1618074823.7767017
GSpd;0.0;1618074823.7767017
Hdg;245.4700012207;1618074823.7776964
ch1;-1024.0;1618074823.7788272
ch2;-1024.0;1618074823.7796881
ch3;-1024.0;1618074823.780038
ch4;-1024.0;1618074823.780732
RSSI;55.0;1618074823.781758
Roll;9.0;1618074823.78268
Ptch;-12.0;1618074823.7916563
GPS;[0.9133176166666667, 0.4391188999999999];1618074823.8006322
Curr;0.0;1618074823.8017676
AccX;0.14000000059605;1618074823.8074167
AccY;0.34000000357628;1618074823.8132467
AccZ;1.210000038147;1618074823.8142147
dPrs;130.0;1618074823.8191998
Bat1;25.200000762939;1618074823.8202689
Bat2;8.3900003433228;1618074823.8211942
Alt;27.10000038147;1618074823.8222506
GAlt;185.40000915527;1618074823.825183
GSpd;0.0;1618074823.825296
Hdg;245.4700012207;1618074823.8261843
ch1;-1024.0;1618074823.827245
ch2;-1024.0;1618074823.8281755
ch3;-1024.0;1618074823.8291733
ch4;-1024.0;1618074823.8291733
RSSI;55.0;1618074823.8302
Roll;9.0;1618074823.831167
Ptch;-8.0;1618074823.841141
GPS;[0.9133176166666667, 0.4391188999999999];1618074823.8501172
Curr;0.0;1618074823.8511727
AccX;0.14000000059605;1618074823.857098
AccY;0.34000000357628;1618074823.8630822
AccZ;1.210000038147;1618074823.8651066
dPrs;130.0;1618074823.8700666
Bat1;25.200000762939;1618074823.8712056
Bat2;8.3900003433228;1618074823.8720582
Alt;27.10000038147;1618074823.8730552
GAlt;185.40000915527;1618074823.8760495
GSpd;0.0;1618074823.8770485
Hdg;245.4700012207;1618074823.8780434
ch1;-1024.0;1618074823.8790395
ch2;-1024.0;1618074823.8793564
ch3;-1024.0;1618074823.880117
ch4;-1024.0;1618074823.8810334
RSSI;55.0;1618074823.8820312
Roll;9.0;1618074823.8820312
Ptch;-8.0;1618074823.8910081
GPS;[0.9133176166666667, 0.4391188999999999];1618074823.8999832
Curr;0.0;1618074823.9009812
AccX;0.11000000685453;1618074823.9065795
AccY;0.34000000357628;1618074823.911566
AccZ;1.210000038147;1618074823.9135907
dPrs;130.0;1618074823.9175498
Bat1;25.200000762939;1618074823.9185767
Bat2;8.3900003433228;1618074823.9205725
Alt;27.10000038147;1618074823.9215689
GAlt;185.40000915527;1618074823.9236171
GSpd;0.0;1618074823.9245315
Hdg;245.4700012207;1618074823.9265256
ch1;-1024.0;1618074823.9268587
ch2;-1024.0;1618074823.9277213
ch3;-1024.0;1618074823.928533
ch4;-1024.0;1618074823.9295177
RSSI;55.0;1618074823.929816
Roll;9.0;1618074823.9305675
Ptch;-8.0;1618074823.938493
GPS;[0.9133176166666667, 0.4391188999999999];1618074823.9474697
Curr;0.0;1618074823.9486785
AccX;0.11000000685453;1618074823.9534602
AccY;0.34000000357628;1618074823.959438
AccZ;1.210000038147;1618074823.9604394
dPrs;130.0;1618074823.9644544
Bat1;25.200000762939;1618074823.965422
Bat2;8.3900003433228;1618074823.9664185
Alt;27.10000038147;1618074823.9675431
GAlt;185.40000915527;1618074823.969411
GSpd;0.0;1618074823.9704082
Hdg;245.4700012207;1618074823.971492
ch1;-1024.0;1618074823.9724047
ch2;-1024.0;1618074823.9734008
ch3;-1024.0;1618074823.974398
ch4;-1024.0;1618074823.9753954
RSSI;55.0;1618074823.9763923
Roll;9.0;1618074823.9766505
Ptch;-8.0;1618074823.9844017
GPS;[0.9133176166666667, 0.4391188999999999];1618074823.994344
Curr;0.0;1618074823.9953732
AccX;0.11000000685453;1618074824.001327
AccY;0.34000000357628;1618074824.0063434
AccZ;0.80000001192093;1618074824.0073087
dPrs;130.0;1618074824.0122957
Bat1;25.200000762939;1618074824.0132937
Bat2;8.3900003433228;1618074824.014291
Alt;27.10000038147;1618074824.0153313
GAlt;185.40000915527;1618074824.017283
GSpd;0.0;1618074824.0182803
Hdg;245.4700012207;1618074824.019277
ch1;-1024.0;1618074824.020308
ch2;-1024.0;1618074824.0213032
ch3;-1024.0;1618074824.0216293
ch4;-1024.0;1618074824.0223
RSSI;55.0;1618074824.023269
Roll;9.0;1618074824.0242648
Ptch;-8.0;1618074824.0322425
GPS;[0.9133176166666667, 0.4391188999999999];1618074824.0412188
